timestamp,sink,target_rate,achieved_rate,rate_error_pct,max_lateness_ms,events,fleet,dataset_laps
2026-09-23T18:52:14.8262671+00:00,kafka,20000,19997.7,-0.012,8.97,2000000,268,0
2026-09-23T18:54:09.9560727+00:00,rabbitmq,10000,9999.7,-0.003,7.55,1000000,134,0
2026-09-23T18:56:08.9154592+00:00,kafka,60000,59998.8,-0.002,4.31,6000000,805,0
2026-09-23T18:58:08.1822458+00:00,kafka,10000,9999.8,-0.002,5.03,1000000,134,0
2026-09-23T19:00:03.7125415+00:00,rabbitmq,10000,9999.9,-0.001,7.99,1000000,134,0
2026-09-23T19:02:02.8251329+00:00,kafka,10000,9999.8,-0.002,5.41,1000000,134,0
2026-09-23T19:03:58.2030259+00:00,rabbitmq,60000,59999.2,-0.001,25.87,6000000,805,0
2026-09-23T19:05:53.5742067+00:00,rabbitmq,40000,39996.4,-0.009,7.89,4000000,537,0
2026-09-23T19:07:52.5569011+00:00,kafka,20000,19999.7,-0.001,4.54,2000000,268,0
2026-09-23T19:09:47.5771697+00:00,rabbitmq,40000,39999.0,-0.003,12.85,4000000,537,0
2026-09-23T19:11:46.4836670+00:00,kafka,60000,59998.8,-0.002,4.57,6000000,805,0
2026-09-23T19:13:45.5228440+00:00,kafka,60000,59998.6,-0.002,6.03,6000000,805,0
2026-09-23T19:15:41.9145691+00:00,rabbitmq,40000,39999.4,-0.001,16.77,4000000,537,0
2026-09-23T19:17:37.0071185+00:00,rabbitmq,10000,9999.9,-0.001,11.35,1000000,134,0
2026-09-23T19:19:32.1540973+00:00,rabbitmq,60000,59999.2,-0.001,29.45,6000000,805,0
2026-09-23T19:21:28.1358936+00:00,rabbitmq,10000,9999.9,-0.001,9.13,1000000,134,0
2026-09-23T19:23:23.4511390+00:00,rabbitmq,20000,19999.8,-0.001,11.44,2000000,268,0
2026-09-23T19:25:22.5000172+00:00,kafka,20000,19999.6,-0.002,5.42,2000000,268,0
2026-09-23T19:27:18.1013168+00:00,rabbitmq,10000,9999.9,-0.001,7.76,1000000,134,0
2026-09-23T19:29:13.1950069+00:00,rabbitmq,20000,19999.8,-0.001,9.71,2000000,268,0
2026-09-23T19:31:12.8171476+00:00,kafka,20000,19999.7,-0.002,5.94,2000000,268,0
2026-09-23T19:33:08.4988341+00:00,rabbitmq,20000,19999.9,-0.001,8.92,2000000,268,0
2026-09-23T19:35:08.2221003+00:00,kafka,60000,59998.7,-0.002,10.37,6000000,805,0
2026-09-23T19:37:04.1975635+00:00,rabbitmq,40000,39999.6,-0.001,10.71,4000000,537,0
2026-09-23T19:39:03.3487374+00:00,kafka,60000,59998.6,-0.002,7.52,6000000,805,0
2026-09-23T19:40:58.5874180+00:00,rabbitmq,60000,59998.3,-0.003,26.76,6000000,805,0
2026-09-23T19:42:58.1540743+00:00,kafka,10000,9999.8,-0.002,6.95,1000000,134,0
2026-09-23T19:44:57.3728624+00:00,kafka,40000,39995.4,-0.011,5.47,4000000,537,0
2026-09-23T19:46:52.6987792+00:00,rabbitmq,10000,9999.9,-0.001,7.56,1000000,134,0
2026-09-23T19:48:51.8609070+00:00,kafka,60000,59999.0,-0.002,4.90,6000000,805,0
2026-09-23T19:50:46.9226430+00:00,rabbitmq,10000,9999.9,-0.001,8.20,1000000,134,0
2026-09-23T19:52:42.0030316+00:00,rabbitmq,20000,19999.8,-0.001,9.01,2000000,268,0
