"timestamp","run_id","architecture","partitions","target_rate","replication","synthetic_cost_us","persistence","events","seconds","throughput","mean_us","p50_us","p95_us","p99_us","max_us","cpu_avg","cpu_peak","mem_avg_mb","mem_peak_mb","gc_gen0","gc_gen1","gc_gen2","allocated_mb","windows","digest_hash","warmup_events","measured_events","windows_written","windows_dropped","producer_achieved_rate","producer_jitter_ms","broker_cpu_avg","broker_cpu_peak","broker_mem_avg_mb","broker_mem_peak_mb","db_cpu_avg","db_cpu_peak","db_mem_avg_mb","db_mem_peak_mb","consumer_container_cpu_avg","consumer_container_mem_peak_mb","producer_cpu_avg","producer_cpu_peak","producer_mem_peak_mb","lane_hash","sample_hz","cpu_protocol","window_start_s","broker_cpu_mode","broker_throttled_pct","consumer_throttled_pct","producer_throttled_pct","client_placement","warmup_seconds","measure_seconds","commit"
"2026-09-24T14:59:46.7769384+00:00","8d9e19db-be69-4e90-85b3-d52a53b045cb","kafka-direct","4","50000","1","0","1","2000000","29.929","50004.9","3255.0","3225","5519","6327","28511","17.8","51.4","96.3","104.5","192","4","1","1723","20500","029F1EF4FEE83D12","503429","1496571","20500","0","49997.4","6.04","72.0","123.0","969.0","1172.9","0.6","1.1","340.3","340.6","18.6","155.3","106.2","111.4","451.1","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:00:47.7245914+00:00","c03e730d-195f-4594-8854-fb3c3ba72c2a","kafka-direct","4","100000","1","0","1","4000000","29.944","100011.9","3246.5","3235","5447","5891","25871","24.7","80.5","101.0","107.2","383","4","1","3435","41000","709837F65684FF09","1005235","2994765","41000","0","99995.2","5.02","54.3","61.4","1456.8","1552.7","0.8","1.0","340.4","340.7","26.5","206.6","109.0","114.9","634.7","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:01:48.6438330+00:00","41f29bd2-b988-4438-b59a-5c07ebf9420a","kafka-direct","4","200000","1","0","1","8000000","29.945","200006.6","3389.5","3205","5347","6267","82431","36.5","96.2","100.4","105.1","765","4","1","6857","80800","BD3AE4A976AA4F8F","2010886","5989114","80800","0","199941.0","9.89","51.8","61.9","1501.3","1624.7","1.4","2.3","340.6","340.8","38.5","267.2","116.6","123.0","820.2","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:02:48.6222749+00:00","eba25cf0-f507-4e29-b5f4-d3b361b5fdcf","kafka-direct","4","300000","1","0","1","12000000","29.944","300018.5","3799.3","3393","5471","10223","164863","49.6","119.5","101.0","107.4","1147","4","1","10280","120800","A65D5FB40CDE83EB","3016172","8983828","120800","0","299982.6","128.18","55.9","68.3","1534.6","1696.1","1.7","2.4","340.6","341.0","53.3","269.4","123.6","131.9","831.3","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:03:48.7754936+00:00","06ab80b0-dada-468e-ab53-4fde65facec0","kafka-channels","4","50000","1","0","1","2000000","29.940","50006.1","3154.0","3149","5423","5823","14183","34.5","78.2","98.1","105.8","192","4","1","1724","20500","029F1EF4FEE83D12","502816","1497184","20500","0","49998.0","5.06","42.8","49.7","1533.7","1668.6","0.6","0.9","340.5","340.8","36.1","282.2","105.5","110.7","928.5","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:04:49.2516560+00:00","d56b153c-d2b2-4857-b72a-0bfbfd0dfc73","kafka-channels","4","100000","1","0","1","4000000","29.941","100008.8","7170.1","3215","5487","200831","453119","49.7","101.7","101.8","109.1","383","4","1","3438","41000","709837F65684FF09","1005655","2994345","41000","0","99996.0","10.40","49.0","53.1","1507.1","1703.0","0.8","1.0","340.8","341.2","53.6","337.8","109.4","114.6","1132.0","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:05:51.1229749+00:00","3bd19d41-0013-4928-b498-ec898ae373bb","kafka-channels","4","200000","1","0","1","8000000","29.941","200015.1","22788.7","3457","92287","589823","814079","81.6","150.3","103.7","146.6","766","4","1","6864","80800","BD3AE4A976AA4F8F","2011284","5988716","80800","0","199992.6","24.61","49.0","53.5","1527.3","1561.8","1.1","1.6","340.7","341.0","90.3","346.5","116.8","122.2","1145.2","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:06:51.6909517+00:00","d58461fc-e747-4921-8cad-5e03f11fe672","kafka-channels","4","300000","1","0","1","12000000","29.941","300021.3","144614.7","4283","1378303","1907711","2277375","102.1","286.6","105.7","249.2","1148","4","1","10291","120800","A65D5FB40CDE83EB","3016926","8983074","120800","0","299912.4","2548.38","62.7","100.3","1566.0","1679.3","1.4","2.1","341.1","341.9","109.3","356.5","128.2","149.3","1157.4","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:07:53.0561453+00:00","5a174e68-7b4c-4cc6-9f38-cc2e27681fed","kafka-pipelines","4","50000","1","0","1","2000000","29.942","50006.1","3148.1","3143","5411","5795","11791","34.9","70.5","95.8","103.2","192","4","1","1724","20500","029F1EF4FEE83D12","502734","1497266","20500","0","49998.0","5.11","44.7","49.9","1499.7","1540.5","0.6","0.9","341.2","341.6","37.2","356.1","106.0","110.8","1105.7","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
"2026-09-24T15:08:52.6739179+00:00","7c91cb10-3eec-47be-8c1c-1033071e8364","kafka-pipelines","4","100000","1","0","1","4000000","29.942","100002.5","3316.2","3311","5507","6063","15207","50.5","91.5","98.7","104.0","383","4","1","3438","41000","709837F65684FF09","1005741","2994259","41000","0","99994.8","4.39","45.6","51.0","1510.8","1647.1","0.7","0.9","341.3","341.7","54.5","345.8","108.7","114.2","1098.2","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","10","30","fb4b131"
