timestamp,run_id,architecture,partitions,target_rate,replication,synthetic_cost_us,persistence,events,seconds,throughput,mean_us,p50_us,p95_us,p99_us,max_us,cpu_avg,cpu_peak,mem_avg_mb,mem_peak_mb,gc_gen0,gc_gen1,gc_gen2,allocated_mb,windows,digest_hash,warmup_events,measured_events,windows_written,windows_dropped
2026-09-24T06:09:15.5213221+00:00,8460c0e2-4e72-44dc-b362-a1e67e0b41eb,rabbitmq-direct,4,60000,2,0,1,6000000,89.986,60001.1,2102.3,1266,6455,14407,45567,97.2,185.3,90.0,93.7,447,11,2,3997,1581635,7B60F4074FB17651,600717,5399283,1581635,0
2026-09-24T06:11:11.0474247+00:00,9264c589-05fa-4cc0-ad68-9cb720da7c9f,rabbitmq-direct,4,40000,2,0,1,4000000,89.986,40000.2,978.5,725,2463,5503,16447,79.0,157.4,90.8,94.0,299,11,1,2679,1054171,1B1596EF15511858,400543,3599457,1054171,0
2026-09-24T06:13:06.6474941+00:00,a4a6a876-3d81-4067-81a4-a5f1d2bd6437,rabbitmq-direct,4,40000,5,0,1,4000000,89.986,40000.6,2216.2,1372,6475,10951,59391,92.1,168.0,90.9,94.4,301,11,1,2696,1054171,1B1596EF15511858,400496,3599504,1054171,0
2026-09-24T06:15:02.5406796+00:00,01b02c1c-c502-4816-92b3-c220de11c8c9,rabbitmq-direct,4,40000,2,0,1,4000000,89.985,40000.2,2931.1,868,12303,29839,58463,93.4,175.0,89.8,92.7,303,11,1,2717,1054171,1B1596EF15511858,400564,3599436,1054171,0
2026-09-24T06:16:58.5625696+00:00,455f451e-ca5a-4291-8100-e547a680004c,rabbitmq-direct,4,60000,2,0,1,6000000,89.987,60000.0,4300.0,3235,10983,19967,47135,100.8,188.8,87.4,90.3,447,11,1,3999,1581635,7B60F4074FB17651,600790,5399210,1581635,0
2026-09-24T06:18:54.5851636+00:00,6b6b7783-2bfe-4c3e-a755-ecddfff0e004,rabbitmq-direct,4,60000,4,0,1,6000000,89.987,60002.3,4264.2,1834,20175,36863,89983,101.2,176.8,90.6,95.9,450,11,1,4019,1581635,7B60F4074FB17651,600597,5399403,1581635,0
2026-09-24T06:20:50.3089896+00:00,6fcf27eb-93d0-4b51-ae2d-8416a1a3dfb6,rabbitmq-direct,4,60000,4,0,1,6000000,89.986,60001.7,2081.3,1232,6263,14047,69119,96.8,177.4,87.7,91.8,447,11,2,3996,1581635,7B60F4074FB17651,600694,5399306,1581635,0
2026-09-24T06:22:46.3049021+00:00,0f86fc54-52c4-485d-acf0-891dc20337a4,rabbitmq-direct,4,60000,2,0,1,6000000,89.985,59999.8,4102.2,1781,18527,35071,60415,101.4,179.2,88.4,92.9,450,11,1,4020,1581635,7B60F4074FB17651,600914,5399086,1581635,0
2026-09-24T06:24:42.2615662+00:00,4a5a8e9d-ebff-4a79-8cc7-876c316d77fb,rabbitmq-direct,4,60000,5,0,1,6000000,89.985,60001.1,2102.1,1237,6659,13911,39007,96.6,169.9,88.2,91.0,447,10,2,3996,1581635,7B60F4074FB17651,600778,5399222,1581635,0
2026-09-24T06:26:38.8482620+00:00,90868c91-0851-4076-a154-36b626951c9d,rabbitmq-direct,4,40000,2,0,1,4000000,89.986,40000.1,923.2,616,1663,10055,40511,79.6,171.1,90.6,94.4,299,11,1,2680,1054171,1B1596EF15511858,400562,3599438,1054171,0
2026-09-24T06:28:34.5588962+00:00,a75078f2-218a-4293-aa00-023e6de44257,rabbitmq-direct,4,40000,4,0,1,4000000,89.986,40001.0,2083.6,1321,6103,9743,29967,93.5,178.3,87.7,90.1,301,11,1,2696,1054171,1B1596EF15511858,400482,3599518,1054171,0
2026-09-24T06:30:30.3507142+00:00,f57d2768-3e1b-4591-a323-91954e64bb99,rabbitmq-direct,4,40000,3,0,1,4000000,89.981,40003.1,1012.1,725,2613,6143,32143,78.7,148.5,86.6,89.4,299,10,1,2679,1054171,1B1596EF15511858,400478,3599522,1054171,0
2026-09-24T06:32:26.3329779+00:00,516f27a6-da0c-41da-ae42-6321bbb45d4c,rabbitmq-direct,4,40000,1,0,1,4000000,89.986,40000.3,917.6,616,1621,11175,44575,80.0,155.2,88.5,90.8,299,11,1,2680,1054171,1B1596EF15511858,400550,3599450,1054171,0
2026-09-24T06:34:22.0358113+00:00,77207c6e-9d90-4d16-842f-0a94db29d3ac,rabbitmq-direct,4,40000,2,0,1,4000000,89.986,40000.1,2142.5,1338,6171,10583,44191,93.2,174.7,87.3,91.4,301,11,1,2696,1054171,1B1596EF15511858,400564,3599436,1054171,0
2026-09-24T06:36:18.3010491+00:00,c73cd4c9-0641-48b5-a431-d80f7d7c8252,rabbitmq-direct,4,60000,1,0,1,6000000,89.984,60001.8,1773.8,929,4439,24367,50367,97.0,195.1,89.3,93.6,447,11,2,3999,1581635,7B60F4074FB17651,600820,5399180,1581635,0
2026-09-24T06:38:14.0170460+00:00,d0fbf25f-a7a3-4feb-b289-6f6f7a1d453e,rabbitmq-direct,4,60000,1,0,1,6000000,89.990,59997.8,2000.4,1224,6195,12839,38815,96.6,181.8,88.0,91.5,447,11,2,3997,1581635,7B60F4074FB17651,600775,5399225,1581635,0
2026-09-24T06:40:09.9029036+00:00,a5bfb178-1dd5-48be-a09d-df28cd66d23b,rabbitmq-direct,4,40000,5,0,1,4000000,89.983,40000.4,2948.7,865,12407,30543,45951,93.6,176.3,93.5,96.4,303,11,1,2716,1054171,1B1596EF15511858,400651,3599349,1054171,0
2026-09-24T06:42:05.6588537+00:00,958b0b6c-2fd6-4288-9b9d-26e9013f36f0,rabbitmq-direct,4,40000,3,0,1,4000000,89.987,39999.6,2971.7,859,12511,30175,48447,93.4,165.3,91.8,95.1,303,14,1,2716,1054171,1B1596EF15511858,400541,3599459,1054171,0
2026-09-24T06:44:01.9619455+00:00,4eb0702f-e0a1-4ba1-8007-20f251854be1,rabbitmq-direct,4,40000,5,0,1,4000000,89.987,40000.1,931.1,613,1590,10215,65599,79.7,139.9,87.8,90.1,299,11,1,2681,1054171,1B1596EF15511858,400527,3599473,1054171,0
2026-09-24T06:45:58.6945214+00:00,6f5f274d-1a3f-44bb-8e39-458a1ba3c30a,rabbitmq-direct,4,40000,4,0,1,4000000,89.985,40000.4,1003.8,724,2501,5835,37439,78.9,166.5,87.9,90.6,299,10,1,2679,1054171,1B1596EF15511858,400542,3599458,1054171,0
