run_id,timestamp,sink,target_rate,achieved_rate,rate_error_pct,max_lateness_ms,events,fleet,dataset_laps,client_config,dotnet_env,queue_full_waits
dd06be92-8a54-4ebc-a46b-ed80bccde578,2026-09-25T17:54:44.1491727+00:00,kafka,100000,99998.5,-0.002,6.71,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
bc1bae65-4c70-4605-87dc-30e4ce2c1f7e,2026-09-25T17:56:44.6124678+00:00,kafka,100000,99997.6,-0.002,7.66,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
43d5b2da-9783-473e-9957-222d1d829613,2026-09-25T17:58:44.7182290+00:00,kafka,100000,99998.5,-0.001,9.58,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
5dd14a9a-86db-40e0-bcd6-526ed7d3aa6b,2026-09-25T18:00:44.3300193+00:00,kafka,100000,99998.1,-0.002,5.55,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
b0a37e5d-aa3b-4b4e-9c85-6394a9303269,2026-09-25T18:02:43.8742197+00:00,kafka,100000,99998.5,-0.002,4.25,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
7b94b50a-5eec-4053-bda8-22eab5aaee05,2026-09-25T18:04:43.3398842+00:00,kafka,100000,99998.2,-0.002,8.82,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
4ee29c70-2ca9-46e8-a92d-636ec9e41115,2026-09-25T18:06:42.9675631+00:00,kafka,100000,99998.5,-0.001,4.73,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
f69bfa5e-4bbf-42cb-a0e4-d9bbc2f79753,2026-09-25T18:08:42.6802964+00:00,kafka,100000,99998.3,-0.002,4.01,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
4be8a247-c434-4d00-b5c5-2aceb862cb80,2026-09-25T18:10:42.2592700+00:00,kafka,100000,99998.5,-0.001,6.78,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
39882216-afbe-4c2c-9280-ac850246cdf1,2026-09-25T18:12:42.3992057+00:00,kafka,100000,99988.5,-0.011,727.54,10000000,50,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,16
8d697878-eab7-4fd7-8ebc-b7eb3f5aafd2,2026-09-25T18:14:42.6699396+00:00,kafka,200000,199997.1,-0.001,12.27,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
a475f7d3-e3d0-4dd0-bf61-c5e48e8f50cb,2026-09-25T18:16:42.6386232+00:00,kafka,200000,199996.7,-0.002,69.72,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
cb0b2701-df2e-4d5c-bc06-0e6d1c6aed11,2026-09-25T18:18:42.1718572+00:00,kafka,200000,199996.8,-0.002,189.81,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False;queue.buffering.max.messages=1000000,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2354b0be-3377-497b-aad4-288b149a53ed,2026-09-25T18:20:41.7495407+00:00,kafka,200000,199976.7,-0.012,13.77,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
6ca59b33-3c9b-42bf-9a21-1fc4f9be1555,2026-09-25T18:22:42.9506326+00:00,kafka,200000,199996.6,-0.002,2062.53,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
89eef547-c534-4615-93a6-8b48282fa28b,2026-09-25T18:24:44.8371110+00:00,kafka,200000,199995.9,-0.002,59.05,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False;queue.buffering.max.messages=1000000,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
285bd51e-4ab1-44bb-a2e4-3f93e4a0e80f,2026-09-25T18:26:44.5682724+00:00,kafka,200000,199977.1,-0.011,6.44,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
0de16dea-ee4a-4c17-9bc5-51436b5fefa8,2026-09-25T18:28:44.2167649+00:00,kafka,200000,199996.5,-0.002,4.40,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
046e4f54-ea56-4538-b5a9-991e47f037de,2026-09-25T18:30:44.2727224+00:00,kafka,200000,199997.3,-0.001,6.73,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False;queue.buffering.max.messages=1000000,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2ec61540-b09e-459e-919f-aee628958c8d,2026-09-25T18:32:43.6397673+00:00,kafka,200000,199976.7,-0.012,7.54,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
5d1b3d9d-4729-4a83-9262-99ed2ad9e3f0,2026-09-25T18:34:43.0608440+00:00,kafka,200000,199976.6,-0.012,4.94,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
14f6ca09-dacc-4943-a025-869d5de28b03,2026-09-25T18:36:42.5632736+00:00,kafka,200000,199976.2,-0.012,32.90,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False;queue.buffering.max.messages=1000000,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
d7de6d0c-e030-4a39-ac98-ecf709c8dc8b,2026-09-25T18:38:42.3407115+00:00,kafka,200000,199996.5,-0.002,15.43,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
b6322d09-7b1a-4a38-9768-aba15736aa3e,2026-09-25T18:40:42.3580856+00:00,kafka,200000,199996.5,-0.002,4.44,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
3aaa5613-cae4-4fed-a6dc-4479c683e398,2026-09-25T18:42:41.7386318+00:00,kafka,200000,199996.7,-0.002,5.14,20000000,101,0,acks=-1;compression.type=none;enable.idempotence=False;queue.buffering.max.messages=1000000,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
