"timestamp","run_id","architecture","partitions","target_rate","replication","synthetic_cost_us","persistence","events","seconds","throughput","mean_us","p50_us","p95_us","p99_us","max_us","cpu_avg","cpu_peak","mem_avg_mb","mem_peak_mb","gc_gen0","gc_gen1","gc_gen2","allocated_mb","windows","digest_hash","warmup_events","measured_events","windows_written","windows_dropped","client_config","dotnet_env","incomplete_records","producer_achieved_rate","producer_jitter_ms","producer_config","producer_dotnet_env","producer_queue_full_waits","broker_cpu_avg","broker_cpu_peak","broker_mem_avg_mb","broker_mem_peak_mb","db_cpu_avg","db_cpu_peak","db_mem_avg_mb","db_mem_peak_mb","consumer_container_cpu_avg","consumer_container_mem_peak_mb","producer_cpu_avg","producer_cpu_peak","producer_mem_peak_mb","lane_hash","sample_hz","cpu_protocol","window_start_s","broker_cpu_mode","broker_throttled_pct","consumer_throttled_pct","producer_throttled_pct","client_placement","profile","extra_args","warmup_seconds","measure_seconds","commit","decisao","lado"
"2026-09-25T06:05:15.3296345+00:00","86e7444c-2137-4052-ac5e-c6b7f9ddb644","rabbitmq-direct","4","60000","1","0","1","6000000","89.987","60002.7","3505.1","2241","8527","26063","107391","95.9","163.5","86.2","91.4","436","10","1","3902","60600","CC650889DAD933D0","600529","5399471","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.2","12.99","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","325.4","334.2","151.4","225.9","0.7","1.0","345.6","349.3","99.0","181.3","304.6","314.0","598.1","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--prefetch 0","10","90","caf07be","2.3-prefetch","prefetch-sem-limite"
"2026-09-25T06:07:10.5933846+00:00","92014905-6725-4b9c-a200-510aaafa6650","rabbitmq-direct","4","60000","2","0","1","6000000","89.986","60003.5","3226.7","2014","8247","25295","91967","97.3","159.4","87.7","91.9","436","10","1","3903","60600","CC650889DAD933D0","600501","5399499","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=300","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59997.9","12.54","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","328.5","338.5","147.8","176.0","0.7","1.4","345.2","345.7","100.4","181.8","305.3","314.9","598.7","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--prefetch 300","10","90","caf07be","2.3-prefetch","prefetch-300"
"2026-09-25T06:09:05.8130853+00:00","3ee768b7-1d2b-4815-9523-59e383dd3e6f","rabbitmq-direct","4","60000","2","0","1","6000000","89.988","59999.9","3388.4","2163","8639","24927","92735","94.3","166.4","87.0","92.0","437","11","1","3908","60600","CC650889DAD933D0","600749","5399251","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59997.8","13.24","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","327.7","338.2","144.2","161.7","0.7","1.2","345.3","345.7","97.8","181.4","302.1","313.3","596.8","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--prefetch 0","10","90","caf07be","2.3-prefetch","prefetch-sem-limite"
"2026-09-25T06:11:01.2885542+00:00","90eaaa9d-dcfa-457f-b892-c28916a6466a","rabbitmq-direct","4","60000","3","0","1","6000000","89.985","59999.9","3184.0","2057","8311","21535","97791","96.6","187.7","86.9","93.5","436","11","1","3903","60600","CC650889DAD933D0","600915","5399085","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=300","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.2","12.19","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","326.0","337.9","151.2","207.3","0.7","1.2","345.2","345.6","99.9","175.8","306.0","316.8","603.9","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--prefetch 300","10","90","caf07be","2.3-prefetch","prefetch-300"
"2026-09-25T06:12:56.5388801+00:00","99340e2d-6ed2-436e-acc4-aa0b29ae7037","rabbitmq-direct","4","60000","3","0","1","6000000","89.986","60000.7","3783.6","2297","9239","30815","145791","94.1","164.8","86.3","91.5","437","11","1","3908","60600","CC650889DAD933D0","600798","5399202","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.2","13.44","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","322.5","333.1","148.8","161.0","0.7","1.2","345.3","346.0","97.0","173.5","305.0","315.1","599.3","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--prefetch 0","10","90","caf07be","2.3-prefetch","prefetch-sem-limite"
"2026-09-25T06:14:52.0345767+00:00","e4618625-f758-405a-9d3d-df24458f6808","rabbitmq-direct","4","60000","1","0","1","6000000","89.988","60000.3","3326.6","2019","8287","30095","91583","96.9","163.1","87.6","91.7","436","10","1","3903","60600","CC650889DAD933D0","600718","5399282","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.8","43.09","confirm_batch=1000;connection_per_lane=true;em_voo_max=8000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","303.6","343.2","149.3","184.1","0.7","1.7","345.4","345.9","93.0","172.1","278.2","315.7","495.8","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--confirm-batch 1000","10","90","caf07be","2.4-janela-rabbit","em-voo-8000"
"2026-09-25T06:16:47.1630677+00:00","b6e0e7b2-017b-46d3-8db7-dcf7de36395f","rabbitmq-direct","4","60000","1","0","1","6000000","89.984","60003.8","3513.0","1916","8391","40863","126143","95.0","165.8","86.1","91.5","437","11","1","3910","60600","CC650889DAD933D0","600603","5399397","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.8","18.85","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","321.2","351.3","161.9","252.1","0.7","1.3","345.4","345.6","89.7","171.4","289.5","317.7","529.1","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--confirm-batch 12500","10","90","caf07be","2.4-janela-rabbit","em-voo-100000"
"2026-09-25T06:18:42.4169134+00:00","693f2217-9350-4f09-a4de-99dcf5b0f4d5","rabbitmq-direct","4","60000","2","0","1","6000000","89.987","59999.3","3119.4","1957","7843","24623","98943","97.2","165.8","87.9","92.0","436","10","1","3904","60600","CC650889DAD933D0","600838","5399162","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.7","41.59","confirm_batch=1000;connection_per_lane=true;em_voo_max=8000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","299.3","343.8","154.9","241.5","0.6","1.2","345.3","345.7","91.2","175.9","296.6","318.6","440.4","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--confirm-batch 1000","10","90","caf07be","2.4-janela-rabbit","em-voo-8000"
"2026-09-25T06:20:38.0883056+00:00","81b0981d-6218-4d65-888a-8396c8078247","rabbitmq-direct","4","60000","2","0","1","6000000","89.990","60000.5","3299.4","1935","8055","32751","96767","97.2","165.6","86.7","92.1","436","11","1","3903","60600","CC650889DAD933D0","600580","5399420","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59997.5","12.31","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","333.7","341.7","147.4","172.2","0.8","1.4","345.3","345.8","99.8","177.9","298.0","318.2","449.4","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--confirm-batch 12500","10","90","caf07be","2.4-janela-rabbit","em-voo-100000"
"2026-09-25T06:22:33.5418304+00:00","9e6de696-b247-42d6-8e25-8a55d24e8101","rabbitmq-direct","4","60000","3","0","1","6000000","89.987","60000.4","3043.9","1862","7587","24335","89471","96.1","197.1","87.1","92.7","437","10","1","3909","60600","CC650889DAD933D0","600725","5399275","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.9","38.66","confirm_batch=1000;connection_per_lane=true;em_voo_max=8000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","337.1","347.2","148.1","185.9","0.8","1.5","345.3","345.6","99.1","174.5","307.0","317.5","452.8","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--confirm-batch 1000","10","90","caf07be","2.4-janela-rabbit","em-voo-8000"
"2026-09-25T06:24:29.0309929+00:00","74f21b4c-7f4c-4510-b757-51b7c58a4a34","rabbitmq-direct","4","60000","3","0","1","6000000","89.987","60002.5","3293.1","2251","8471","18079","81791","95.8","171.7","88.0","92.0","436","10","1","3902","60600","CC650889DAD933D0","600542","5399458","60600","0","ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","0","59998.4","12.52","confirm_batch=12500;connection_per_lane=true;em_voo_max=100000;lane_hash=crc32;partitions=4;persistent=true","DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12","","326.1","336.6","148.4","232.3","0.8","1.4","345.5","345.9","99.1","173.6","304.3","311.3","493.1","crc32","100","cpuset produtor 0-3, broker 4-7, consumidor 8-10, infra 11","600","cpus:4-7","0.00","0.00","0.00","container","padrao","--confirm-batch 12500","10","90","caf07be","2.4-janela-rabbit","em-voo-100000"
