"timestamp","run_id","architecture","partitions","target_rate","replication","synthetic_cost_us","persistence","events","seconds","throughput","mean_us","p50_us","p95_us","p99_us","max_us","cpu_avg","cpu_peak","mem_avg_mb","mem_peak_mb","gc_gen0","gc_gen1","gc_gen2","allocated_mb","windows","digest_hash","warmup_events","measured_events","windows_written","windows_dropped","producer_achieved_rate","producer_jitter_ms","broker_cpu_avg","broker_cpu_peak","broker_mem_avg_mb","broker_mem_peak_mb","db_cpu_avg","db_cpu_peak","db_mem_avg_mb","db_mem_peak_mb","warmup_seconds","measure_seconds","commit"
"2026-09-23T09:12:35.0703728+00:00","6db4be73-d4d5-4b87-bd9b-87008677a4dc","rabbitmq-channels","4","30000","3","0","1","3000000","89.977","30000.7","1970.9","1502","3915","12127","35775","44.5","205.3","64.2","69.6","225","11","1","2016","791625","97B8934F34174460","300614","2699386","791625","0","29999.8","32.54","232.3","241.0","161.2","230.2","3.4","5.6","201.3","202.2","10","90","25fa684"
"2026-09-23T09:14:34.3990190+00:00","b097badf-6a72-4e49-b82c-330a138fcd6d","rabbitmq-direct","4","20000","2","0","1","2000000","89.982","20000.2","1279.1","1039","2089","6507","39327","31.9","129.8","63.4","68.7","151","10","1","1357","527750","CF55C698510651DB","200348","1799652","527750","0","19999.8","35.82","186.3","220.7","145.0","171.7","2.0","3.0","200.9","201.7","10","90","25fa684"
"2026-09-23T09:16:33.8243703+00:00","fc70071d-4dd8-470e-97d3-4c34db6dbd93","rabbitmq-direct","4","30000","2","0","1","3000000","89.981","30000.5","1898.4","1460","3667","11895","36223","38.1","179.5","64.0","69.4","225","10","1","2016","791625","97B8934F34174460","300522","2699478","791625","0","29999.7","36.81","211.8","248.3","154.1","159.9","3.1","4.5","201.3","202.3","10","90","25fa684"
"2026-09-23T09:18:33.1284146+00:00","f2c19183-bbd2-4b56-a3ba-872a7585e478","rabbitmq-direct","4","30000","1","0","1","3000000","89.984","30000.5","1942.9","1473","3851","12335","35999","38.2","148.4","64.1","69.4","225","11","1","2016","791625","97B8934F34174460","300438","2699562","791625","0","29999.8","33.07","227.4","241.1","158.3","226.1","3.4","5.0","201.4","202.5","10","90","25fa684"
"2026-09-23T09:20:35.8518870+00:00","fc9c8982-fa00-4930-aa2c-121c529a5119","kafka-pipelines","4","10000","2","0","1","1000000","89.898","10005.2","25348.1","25311","45407","48863","54687","19.1","92.9","72.9","78.3","93","8","1","834","263875","0E72CBF60A5BBB63","100553","899447","263875","0","9999.5","5.06","48.3","55.7","1394.6","1478.3","1.2","2.0","200.8","201.5","10","90","25fa684"
"2026-09-23T09:22:34.9854929+00:00","23198fe1-687a-4a19-a47d-05079ac0369a","rabbitmq-channels","4","30000","1","0","1","3000000","89.979","30000.3","1965.2","1501","3737","12671","34655","45.1","160.1","64.3","69.6","225","11","1","2016","791625","97B8934F34174460","300610","2699390","791625","0","29999.6","29.48","233.5","240.2","166.0","237.3","3.5","4.5","201.5","202.8","10","90","25fa684"
"2026-09-23T09:24:34.1162612+00:00","051c8246-3fc4-4295-af85-87d72a046659","rabbitmq-channels","4","10000","5","0","1","1000000","89.980","10000.1","928.0","829","1373","2337","38623","30.4","112.0","63.5","68.8","78","7","1","704","263875","0E72CBF60A5BBB63","100190","899810","263875","0","10000.0","23.82","175.0","205.7","149.9","210.9","1.3","2.3","200.9","201.1","10","90","25fa684"
"2026-09-23T09:26:33.2771747+00:00","43254cbf-82fa-4fc0-8c9e-7f3dea677af7","rabbitmq-pipelines","4","5000","3","0","1","500000","89.982","5000.0","806.2","742","1150","1647","38303","29.3","111.8","62.4","68.2","42","5","1","382","131929","4B1DFA8C2E5A4D13","50089","449911","131929","0","5000.0","22.71","177.2","187.0","143.9","148.2","1.0","1.8","200.7","201.4","10","90","25fa684"
"2026-09-23T09:28:36.0613175+00:00","50db28c9-969f-4e21-9421-e2a2c1d0f9ed","kafka-pipelines","4","5000","1","0","1","500000","89.932","5000.2","3514.2","3445","5959","6351","17983","14.1","86.6","71.7","76.6","46","4","1","420","131929","4B1DFA8C2E5A4D13","50324","449676","131929","0","4999.4","4.84","44.8","51.6","1360.0","1504.4","0.9","1.5","200.8","201.3","10","90","25fa684"
"2026-09-23T09:30:35.2137018+00:00","4583104c-2bc6-4aa9-950f-94d06c393d6e","rabbitmq-channels","4","20000","2","0","1","2000000","89.978","20000.1","1222.6","1029","1990","4955","41791","34.3","124.0","64.0","69.5","152","11","1","1357","527750","CF55C698510651DB","200431","1799569","527750","0","19999.9","36.28","214.6","221.8","141.9","179.2","2.4","3.3","201.2","201.7","10","90","25fa684"
"2026-09-23T09:32:34.4405693+00:00","1feb8a55-8040-40c0-9f53-28bb6300fc88","rabbitmq-channels","4","10000","3","0","1","1000000","89.979","10000.0","929.7","825","1371","2553","41535","30.7","130.2","63.7","69.0","78","8","1","704","263875","0E72CBF60A5BBB63","100204","899796","263875","0","9999.9","25.33","178.0","206.4","145.1","206.4","1.5","2.4","201.0","201.5","10","90","25fa684"
"2026-09-23T09:34:37.2025339+00:00","2cf97aac-8aca-4c01-a88b-006173eb45ef","kafka-channels","4","10000","4","0","1","1000000","89.938","10000.4","3387.6","3353","5791","6115","11911","18.1","105.1","72.7","78.6","93","8","1","834","263875","0E72CBF60A5BBB63","100585","899415","263875","0","9999.9","5.43","46.8","53.2","1366.7","1523.8","1.3","1.8","200.9","201.4","10","90","25fa684"
"2026-09-23T09:36:39.6945434+00:00","4d33baf6-b4b9-4b0d-b2dd-1a6a8e150715","kafka-pipelines","4","5000","4","0","1","500000","89.943","5000.2","3508.3","3443","5951","6335","10711","13.0","62.1","72.0","77.1","46","4","1","420","131929","4B1DFA8C2E5A4D13","50265","449735","131929","0","4999.9","5.09","42.2","49.7","1363.7","1498.8","0.9","1.6","201.1","205.2","10","90","25fa684"
"2026-09-23T09:38:42.3677973+00:00","865d4159-e848-416a-88c6-fb470f97d2fe","kafka-pipelines","4","30000","2","0","1","3000000","89.951","30004.9","21742.1","21775","38751","41247","47135","33.1","110.1","76.7","80.6","279","11","1","2491","791625","97B8934F34174460","301033","2698967","791625","0","29992.9","4.81","49.7","55.1","1395.0","1575.2","2.4","3.1","201.5","202.7","10","90","25fa684"
"2026-09-23T09:40:45.4427217+00:00","dbb3297a-cd8d-4ecb-9d08-9aa71ebdf029","kafka-direct","4","5000","1","0","1","500000","89.942","5000.1","3499.0","3433","5935","6319","12655","10.7","86.6","71.3","76.7","46","4","1","420","131929","4B1DFA8C2E5A4D13","50278","449722","131929","0","5000.0","5.45","42.5","49.6","1369.2","1422.5","0.9","1.3","200.8","201.3","10","90","25fa684"
"2026-09-23T09:42:44.6527368+00:00","244e23f1-d5b5-455f-8ac5-7f3bc037890c","rabbitmq-channels","4","5000","4","0","1","500000","89.980","5000.0","807.4","741","1140","1622","42463","29.9","148.7","63.4","69.1","42","4","1","382","131929","4B1DFA8C2E5A4D13","50098","449902","131929","0","5000.0","20.72","179.5","188.5","146.6","209.8","1.0","1.8","200.8","201.4","10","90","25fa684"
"2026-09-23T09:44:47.1911697+00:00","8a5a7a98-00b9-4269-bc45-4862caf73b3e","kafka-channels","4","10000","5","0","1","1000000","89.944","10000.4","3389.1","3355","5795","6115","11223","18.1","80.6","72.0","76.6","93","8","1","834","263875","0E72CBF60A5BBB63","100527","899473","263875","0","9999.9","5.22","46.0","51.5","1365.8","1519.9","1.2","1.8","201.0","201.8","10","90","25fa684"
"2026-09-23T09:46:46.4566743+00:00","b8474d73-226c-4298-ae16-70329b98a0b2","rabbitmq-direct","4","30000","3","0","1","3000000","89.981","30000.5","1950.7","1484","3891","12079","35935","40.1","141.5","64.0","69.3","225","11","1","2016","791625","97B8934F34174460","300522","2699478","791625","0","29999.8","27.36","230.5","242.7","165.0","232.6","3.3","4.5","201.6","202.5","10","90","25fa684"
"2026-09-23T09:48:45.6525451+00:00","9068aa32-1952-4fb4-b01c-22a59fab0248","rabbitmq-pipelines","4","20000","3","0","1","2000000","89.980","20000.2","1277.2","1043","2085","6223","39039","36.2","160.7","64.3","69.5","152","12","2","1357","527750","CF55C698510651DB","200378","1799622","527750","0","19999.8","33.97","213.6","220.8","152.6","224.1","2.4","3.1","201.3","202.4","10","90","25fa684"
"2026-09-23T09:50:48.1863089+00:00","7754b6d3-8882-4a9d-85f0-0a9cc9ea3c32","kafka-pipelines","4","10000","4","0","1","1000000","89.942","10000.2","3413.7","3379","5815","6147","25071","18.3","80.7","72.3","78.2","93","8","1","835","263875","0E72CBF60A5BBB63","100557","899443","263875","0","9999.9","7.26","43.9","50.6","1377.2","1557.9","1.2","1.7","201.0","201.7","10","90","25fa684"
"2026-09-23T09:52:47.7107802+00:00","ed69b814-6eb4-496e-9147-84ab142f4576","rabbitmq-direct","4","30000","4","0","1","3000000","89.998","29994.8","1966.8","1484","3947","12487","36479","39.1","161.2","63.9","69.2","225","11","1","2016","791625","97B8934F34174460","300525","2699475","791625","0","29994.4","36.33","228.1","239.9","164.9","242.0","3.3","4.3","201.5","202.2","10","90","25fa684"
"2026-09-23T09:54:50.3372120+00:00","cba218b5-1b93-44f3-8e53-7f7c9f52698d","kafka-direct","4","10000","4","0","1","1000000","89.941","10000.5","3379.7","3347","5775","6091","11615","12.1","62.0","71.7","76.2","93","8","1","834","263875","0E72CBF60A5BBB63","100541","899459","263875","0","9999.9","5.30","45.5","52.6","1377.9","1542.7","1.2","2.1","201.0","201.7","10","90","25fa684"
"2026-09-23T09:56:49.5140579+00:00","e0d9a0f2-6538-4b84-8f2e-a99183a39015","rabbitmq-pipelines","4","10000","1","0","1","1000000","89.980","10000.1","941.1","829","1379","2551","44895","31.8","123.9","63.4","69.1","78","8","1","704","263875","0E72CBF60A5BBB63","100192","899808","263875","0","9999.9","24.81","181.3","211.3","144.8","206.4","1.4","2.1","201.1","201.8","10","90","25fa684"
"2026-09-23T09:58:48.8581576+00:00","ec89f612-9fb5-4926-96b3-322800515f4a","rabbitmq-channels","4","30000","5","0","1","3000000","89.981","30000.4","1983.2","1505","3959","12375","35519","46.5","229.8","64.3","69.5","225","10","1","2016","791625","97B8934F34174460","300548","2699452","791625","0","29999.8","31.66","219.9","262.3","161.9","237.3","3.3","4.5","201.8","202.3","10","90","25fa684"
"2026-09-23T10:00:48.0407854+00:00","a06cf6c2-8896-40a6-a7a9-bcbfc4273ce6","rabbitmq-pipelines","4","5000","5","0","1","500000","89.979","5000.0","816.2","748","1162","1697","40031","27.9","123.1","62.9","68.5","42","5","1","381","131929","4B1DFA8C2E5A4D13","50105","449895","131929","0","5000.0","25.66","175.3","185.5","142.9","148.5","1.0","1.6","201.0","201.9","10","90","25fa684"
"2026-09-23T10:02:50.8663391+00:00","e1dd8dad-896c-4131-908a-488387b94acb","kafka-channels","4","20000","2","0","1","2000000","89.906","20008.7","25149.2","25103","45247","48671","54399","26.0","98.2","75.5","79.9","186","10","1","1663","527750","CF55C698510651DB","201109","1798891","527750","0","19996.2","5.62","48.0","55.7","1395.2","1543.7","1.9","2.6","201.7","205.6","10","90","25fa684"
"2026-09-23T10:04:50.0363344+00:00","c93139e2-2590-498a-97e4-587f1e001740","rabbitmq-direct","4","20000","3","0","1","2000000","89.982","20000.1","1267.3","1043","2105","5795","42527","30.0","130.1","63.4","69.2","151","11","1","1357","527750","CF55C698510651DB","200348","1799652","527750","0","19999.8","31.55","213.0","220.2","151.8","218.3","2.4","3.5","201.6","202.8","10","90","25fa684"
"2026-09-23T10:06:52.6583395+00:00","a0a4ff69-9507-4b6b-b8d9-6613195c6639","kafka-pipelines","4","30000","4","0","1","3000000","89.945","30002.9","21698.2","21727","38751","41215","49055","33.9","130.6","76.5","80.7","279","10","1","2492","791625","97B8934F34174460","301377","2698623","791625","0","29991.1","4.53","49.2","55.7","1415.1","1543.6","2.5","3.6","201.7","202.4","10","90","25fa684"
"2026-09-23T10:08:52.1704501+00:00","e06b1bdb-d321-47e7-bd70-3297b686acda","rabbitmq-channels","4","10000","1","0","1","1000000","89.979","10000.0","924.3","827","1383","2399","44479","29.7","105.5","63.3","68.8","78","7","1","705","263875","0E72CBF60A5BBB63","100207","899793","263875","0","9997.8","23.77","192.5","207.0","144.5","215.5","1.5","2.2","201.2","201.8","10","90","25fa684"
"2026-09-23T10:10:54.8892722+00:00","52e3ab46-edee-44c4-bb7a-7dc55879db45","kafka-direct","4","20000","3","0","1","2000000","89.942","20001.0","3394.0","3395","5727","6027","11503","17.2","136.2","71.9","78.7","185","10","1","1663","527750","CF55C698510651DB","201072","1798928","527750","0","19999.8","4.96","46.9","53.7","1420.2","1599.6","2.0","3.0","201.4","202.1","10","90","25fa684"
"2026-09-23T10:12:54.0931739+00:00","795d381e-5197-448c-b0ef-55ad0ef32e63","rabbitmq-direct","4","5000","4","0","1","500000","89.982","5000.0","810.4","737","1140","1653","44831","25.9","105.7","61.7","67.3","42","5","1","382","131929","4B1DFA8C2E5A4D13","50088","449912","131929","0","5000.0","21.67","168.5","197.9","149.9","222.6","1.0","1.9","201.1","201.5","10","90","25fa684"
"2026-09-23T10:14:53.3166991+00:00","1f222fef-1789-4fe8-affa-c6e610de1170","rabbitmq-pipelines","4","10000","4","0","1","1000000","89.981","10000.1","927.7","828","1382","2437","41855","31.3","111.5","63.4","68.8","78","8","1","704","263875","0E72CBF60A5BBB63","100174","899826","263875","0","9999.9","24.78","190.8","204.3","145.1","183.7","1.5","2.5","201.2","201.8","10","90","25fa684"
"2026-09-23T10:16:52.4615106+00:00","ed5b23d5-f766-47e4-9fd2-7d09f0b41b28","rabbitmq-channels","4","10000","2","0","1","1000000","89.980","10000.1","930.1","829","1371","2417","44479","31.2","141.9","63.6","69.0","78","8","1","704","263875","0E72CBF60A5BBB63","100190","899810","263875","0","10000.0","24.17","192.9","203.9","144.7","183.6","1.6","2.3","201.1","201.6","10","90","25fa684"
"2026-09-23T10:18:51.6345082+00:00","ac201b55-b867-44b0-a19b-1160e92997a1","rabbitmq-channels","4","20000","4","0","1","2000000","89.987","19999.1","1287.6","1048","2123","6435","46847","35.9","167.0","63.9","69.1","152","10","1","1358","527750","CF55C698510651DB","200352","1799648","527750","0","19998.5","42.30","212.0","222.6","145.0","213.0","2.5","3.6","201.5","202.0","10","90","25fa684"
"2026-09-23T10:20:50.8809941+00:00","a845453c-ca1c-44b1-a940-55f49492ad5c","rabbitmq-pipelines","4","10000","3","0","1","1000000","89.981","10000.1","938.7","832","1379","2561","38623","29.3","160.6","63.5","69.2","78","7","1","704","263875","0E72CBF60A5BBB63","100189","899811","263875","0","10000.0","23.41","194.4","203.3","149.2","216.7","1.6","2.4","201.1","201.7","10","90","25fa684"
"2026-09-23T10:22:53.5991282+00:00","c32fbdf5-c4e6-4e26-9ee5-5aea6eedcdae","kafka-direct","4","20000","1","0","1","2000000","89.924","20005.3","25087.0","25039","45087","48383","54399","17.4","105.5","74.9","78.9","185","10","1","1662","527750","CF55C698510651DB","201041","1798959","527750","0","19994.0","5.99","42.5","70.8","1427.7","1627.4","1.8","2.7","201.5","202.1","10","90","25fa684"
"2026-09-23T10:24:56.2605871+00:00","e523ff0a-43d1-461a-9d25-886b625daeb5","kafka-channels","4","20000","5","0","1","2000000","89.935","20005.9","25112.0","25071","45215","48575","55231","25.0","92.3","72.9","79.2","186","10","1","1662","527750","CF55C698510651DB","200766","1799234","527750","0","19996.6","5.41","47.9","55.3","1419.4","1601.8","1.8","2.5","202.0","207.8","10","90","25fa684"
"2026-09-23T10:26:58.7811725+00:00","81308c47-bdc5-44bf-a511-a48bfdc0271c","kafka-channels","4","10000","3","0","1","1000000","89.941","10000.3","3396.6","3363","5803","6119","10751","18.1","99.4","73.9","80.7","93","8","1","834","263875","0E72CBF60A5BBB63","100564","899436","263875","0","9998.8","5.65","43.6","67.1","1382.5","1427.8","1.2","2.1","201.3","202.0","10","90","25fa684"
"2026-09-23T10:28:58.2918048+00:00","ccf83292-1bae-4c0b-bda4-5290e734842f","rabbitmq-channels","4","20000","3","0","1","2000000","89.980","20000.2","1266.8","1039","2125","5931","45535","34.6","135.8","63.8","69.2","152","12","2","1357","527750","CF55C698510651DB","200376","1799624","527750","0","19999.8","40.44","208.4","222.0","147.7","211.9","2.4","3.7","201.5","202.1","10","90","25fa684"
"2026-09-23T10:31:00.9579198+00:00","4d4938c8-5bb3-4f8a-bdd9-2d8c5b08127a","kafka-channels","4","5000","4","0","1","500000","89.927","5001.4","25497.8","25503","45663","49023","54847","13.9","86.6","71.9","76.7","46","4","1","420","131929","4B1DFA8C2E5A4D13","50245","449755","131929","0","4998.8","5.05","45.7","53.3","1364.9","1559.4","0.9","1.6","201.0","201.4","10","90","25fa684"
"2026-09-23T10:33:03.6425902+00:00","4bd676dd-4ae1-4a68-8303-75471663786b","kafka-direct","4","30000","2","0","1","3000000","89.940","30001.3","3427.7","3381","5687","6011","74559","19.9","154.9","72.9","79.2","277","10","1","2491","791625","97B8934F34174460","301668","2698332","791625","0","29999.6","5.24","43.0","68.7","1409.4","1486.4","2.7","4.5","201.8","203.1","10","90","25fa684"
"2026-09-23T10:35:02.7533683+00:00","31b6f1f9-89ef-4afc-a092-d0917642e064","rabbitmq-pipelines","4","20000","2","0","1","2000000","89.982","20000.1","1297.5","1043","2195","6691","41983","34.4","142.1","63.7","69.0","152","10","1","1357","527750","CF55C698510651DB","200348","1799652","527750","0","19999.9","37.45","209.4","222.3","147.7","223.9","2.4","3.3","201.5","202.4","10","90","25fa684"
"2026-09-23T10:37:05.5399483+00:00","1547db0e-9df6-4c90-a52a-80eecf9c1baa","kafka-channels","4","5000","2","0","1","500000","89.954","5001.1","25475.8","25455","45663","49119","54751","14.1","80.7","71.6","76.9","46","4","1","420","131929","4B1DFA8C2E5A4D13","50128","449872","131929","0","4998.0","9.47","45.7","51.5","1411.2","1614.9","0.9","1.5","201.5","206.0","10","90","25fa684"
"2026-09-23T10:39:08.0672448+00:00","4ebf1d19-84ce-4d57-befa-b1368b20c884","kafka-direct","4","10000","3","0","1","1000000","89.972","10000.3","25265.0","25231","45247","48703","54367","14.7","74.3","71.9","77.1","93","8","1","834","263875","0E72CBF60A5BBB63","100248","899752","263875","0","9995.9","5.45","46.5","52.9","1365.5","1457.1","1.2","1.9","201.2","201.8","10","90","25fa684"
"2026-09-23T10:41:07.6604589+00:00","8aea352d-7e6b-44be-bb71-e808ef540b90","rabbitmq-pipelines","4","5000","1","0","1","500000","89.979","5000.0","807.7","743","1152","1639","42591","29.1","149.1","62.8","68.5","42","4","1","382","131929","4B1DFA8C2E5A4D13","50105","449895","131929","0","5000.0","23.38","176.7","187.3","142.2","146.0","1.1","2.1","201.1","201.6","10","90","25fa684"
"2026-09-23T10:43:10.2300065+00:00","3ea0ca65-bf5c-4a73-860f-98afe954d074","kafka-channels","4","20000","3","0","1","2000000","89.941","20000.7","3384.8","3385","5723","6031","10999","26.0","191.5","74.8","79.1","186","10","1","1663","527750","CF55C698510651DB","201112","1798888","527750","0","19999.7","5.15","46.7","52.7","1402.5","1584.7","2.1","2.9","201.6","202.7","10","90","25fa684"
"2026-09-23T10:45:09.6930986+00:00","b9cb317c-53ed-45bf-8c9c-7158b4401ecd","rabbitmq-direct","4","30000","5","0","1","3000000","89.982","30001.7","1964.4","1485","3977","12103","37887","38.8","173.3","64.0","69.2","225","11","1","2016","791625","97B8934F34174460","300372","2699628","791625","0","29999.7","28.65","231.3","241.5","164.2","234.1","3.6","4.7","202.2","208.1","10","90","25fa684"
"2026-09-23T10:47:12.4375096+00:00","e055846e-eb2f-4fd1-8904-4d448c88a1fd","kafka-direct","4","5000","5","0","1","500000","89.942","5000.2","3504.1","3439","5943","6331","11727","9.9","68.5","71.3","76.1","46","4","1","420","131929","4B1DFA8C2E5A4D13","50272","449728","131929","0","5000.0","5.95","42.4","49.2","1402.6","1606.8","0.9","1.5","201.1","201.5","10","90","25fa684"
"2026-09-23T10:49:11.5717637+00:00","91b244b3-f0a6-4f8c-83c3-d237ae309c10","rabbitmq-channels","4","20000","1","0","1","2000000","89.981","20000.3","1270.9","1050","2063","6039","40639","37.4","210.5","64.0","69.2","152","11","1","1358","527750","CF55C698510651DB","200350","1799650","527750","0","19999.7","37.06","211.7","221.6","152.9","215.6","2.5","3.5","201.6","202.3","10","90","25fa684"
"2026-09-23T10:51:10.6962166+00:00","2cb2f5ed-4e05-4318-96a5-d8ef05a6f184","rabbitmq-pipelines","4","5000","4","0","1","500000","89.981","5000.0","819.1","746","1154","1673","40415","29.7","111.7","62.7","68.4","42","6","1","381","131929","4B1DFA8C2E5A4D13","50094","449906","131929","0","5000.0","20.60","179.7","189.6","152.6","223.1","1.0","1.8","201.2","201.8","10","90","25fa684"
"2026-09-23T10:53:10.0765874+00:00","e1df7278-70eb-4f64-a42c-87c30466db11","rabbitmq-pipelines","4","30000","4","0","1","3000000","89.980","30000.2","1973.7","1506","3881","12023","36639","44.9","167.1","64.5","69.9","225","11","1","2016","791625","97B8934F34174460","300577","2699423","791625","0","29999.6","29.68","232.1","239.6","159.0","198.4","3.6","4.6","202.0","202.8","10","90","25fa684"
"2026-09-23T10:55:12.8227157+00:00","2444602e-2cea-494b-88dd-f49213590641","kafka-pipelines","4","30000","3","0","1","3000000","89.940","30001.2","3371.9","3369","5667","5947","11135","32.9","167.1","73.4","79.8","278","10","1","2492","791625","97B8934F34174460","301692","2698308","791625","0","29999.6","5.34","47.2","55.0","1421.5","1596.2","2.6","3.9","202.0","202.9","10","90","25fa684"
"2026-09-23T10:57:15.3361239+00:00","13ef3436-f8b1-4648-a13e-9668a8521695","kafka-direct","4","20000","2","0","1","2000000","89.945","20000.3","3387.2","3389","5719","6011","11855","15.4","167.6","71.7","78.2","185","10","1","1663","527750","CF55C698510651DB","201080","1798920","527750","0","19999.7","4.67","48.0","53.7","1441.0","1591.3","2.0","3.0","201.7","203.8","10","90","25fa684"
"2026-09-23T10:59:14.8374214+00:00","eccad372-199b-49ee-b471-512c56883477","rabbitmq-pipelines","4","5000","2","0","1","500000","89.981","5000.1","815.5","743","1147","1659","45151","28.2","142.3","62.6","68.1","42","4","1","382","131929","4B1DFA8C2E5A4D13","50087","449913","131929","0","5000.0","23.24","180.2","187.1","149.9","194.5","1.0","1.8","201.2","201.6","10","90","25fa684"
"2026-09-23T11:01:14.1045394+00:00","62dfe15f-970f-4516-b61e-be75b31d9801","rabbitmq-channels","4","5000","1","0","1","500000","89.980","5000.0","810.5","746","1146","1603","38047","28.1","111.6","62.9","68.4","42","5","1","381","131929","4B1DFA8C2E5A4D13","50099","449901","131929","0","5000.0","20.95","152.4","192.1","155.8","221.8","0.9","1.6","201.4","201.7","10","90","25fa684"
"2026-09-23T11:03:16.6998176+00:00","31d0e282-1573-469d-8b6c-74990b3d6ae3","kafka-channels","4","5000","3","0","1","500000","89.936","5000.1","3507.3","3439","5951","6347","10975","12.1","74.3","71.8","76.5","46","4","1","420","131929","4B1DFA8C2E5A4D13","50311","449689","131929","0","5000.0","5.12","44.2","51.9","1402.9","1603.6","0.9","1.7","201.6","206.4","10","90","25fa684"
"2026-09-23T11:05:19.3526753+00:00","a3d04328-3af5-423b-b94e-008fd8240333","kafka-channels","4","10000","2","0","1","1000000","89.968","10000.1","25352.6","25327","45343","48799","55103","19.7","99.3","73.5","79.0","93","8","1","834","263875","0E72CBF60A5BBB63","100315","899685","263875","0","9995.5","5.02","47.8","54.8","1374.6","1477.4","1.2","1.9","201.5","202.1","10","90","25fa684"
"2026-09-23T11:07:23.3340374+00:00","fcb69aad-bfe7-4dc6-8eeb-c55aaed3dbf1","kafka-pipelines","4","400000","3","0","1","40000000","89.939","400004.2","6334.8","4855","9431","57535","156543","290.2","654.4","106.1","123.1","3711","12","3","33205","10544898","52075B97DD4BCBB2","4024087","35975913","10485249","59649","399945.8","21.37","81.7","103.8","1553.9","1698.3","55.4","76.4","562.3","980.3","10","90","f272ebb"
"2026-09-23T11:09:26.6450948+00:00","2b257bbc-452b-467b-8d87-25b273109b73","kafka-direct","4","200000","3","0","1","20000000","89.988","199914.8","6963.1","6635","10295","11207","124159","62.6","172.8","87.1","94.5","1852","13","3","16575","5272442","2BA6E7415EE45804","2010119","17989881","5272442","0","199887.5","11.92","51.7","60.2","1653.1","1916.6","16.7","21.4","582.4","599.1","10","90","f272ebb"
"2026-09-23T11:11:33.8963311+00:00","8f43659b-09e8-4e79-95ee-35825d7f39e7","kafka-channels","4","400000","2","0","1","40000000","90.184","398941.1","11269.0","5523","8975","208511","470015","247.7","562.9","105.2","114.4","3711","14","3","33200","10544898","52075B97DD4BCBB2","4021915","35978085","10428443","116455","399302.5","49.44","58.1","88.2","1665.8","1778.9","39.8","69.2","653.4","1012.1","10","90","f272ebb"
"2026-09-23T11:13:36.8248958+00:00","c3265591-d048-4aed-82e5-0e0c292c9c45","kafka-pipelines","4","200000","1","0","1","20000000","89.942","200007.2","3823.1","3819","5843","6259","15535","154.3","303.2","87.1","93.0","1854","11","2","16587","5272442","2BA6E7415EE45804","2010977","17989023","5272442","0","199996.8","9.32","59.5","68.9","1717.7","1971.4","18.7","22.1","578.5","588.9","10","90","f272ebb"
"2026-09-23T11:15:41.0940613+00:00","0977c83f-41e8-4306-a3c8-a8d7483d9465","kafka-direct","4","400000","4","0","1","40000000","89.948","399990.7","4445.0","4363","6339","8543","79103","92.3","259.4","107.2","123.7","3702","12","3","33190","10544898","52075B97DD4BCBB2","4021602","35978398","10437320","107578","399937.2","15.48","64.5","78.6","1708.9","1886.1","42.8","55.4","683.7","1054.2","10","90","f272ebb"
"2026-09-23T11:17:43.8900469+00:00","a2660b19-822f-4106-9fb6-e4b800c59118","kafka-direct","4","100000","2","0","1","10000000","89.944","100006.8","9214.4","9239","15159","15855","22191","43.5","168.3","80.7","87.9","925","11","1","8290","2636707","5389121B4C525B1F","1005009","8994991","2636707","0","99997.5","5.50","47.4","70.6","1628.6","1942.4","7.1","9.8","569.6","572.3","10","90","f272ebb"
"2026-09-23T11:19:48.2982555+00:00","0cba6270-d2b6-44dd-a6f5-47c9c74a2411","kafka-pipelines","4","400000","2","0","1","37879571","90.243","375181.3","71842.5","4863","217471","2598911","5631999","266.9","578.4","107.2","124.2","3514","13","3","31441","9980760","CC2137221C846E48","4022171","33857400","9867320","113440","99997.5","5.50","74.2","97.0","1664.5","1851.3","49.0","64.5","657.9","943.3","10","90","f272ebb"
"2026-09-23T11:21:51.2455931+00:00","b4180ae1-9d4f-4510-ab46-bce827d21411","kafka-direct","4","200000","2","0","1","20000000","89.943","200006.5","3830.8","3755","5835","6315","104127","58.5","198.2","86.1","92.5","1849","11","2","16575","5272442","2BA6E7415EE45804","2010832","17989168","5272442","0","199996.3","7.88","55.8","65.0","1702.7","1865.9","17.7","20.2","576.7","591.3","10","90","f272ebb"
"2026-09-23T11:23:55.9526591+00:00","99016440-ff07-42fc-84b1-c3a908d0dc9a","kafka-pipelines","4","400000","1","0","1","40000000","89.942","400012.3","6760.6","5583","8287","10095","334079","270.7","571.1","106.1","122.7","3711","13","3","33202","10544898","52075B97DD4BCBB2","4021929","35978071","10464858","80040","399991.3","26.41","60.5","88.2","1721.5","1906.1","37.8","48.1","646.9","891.4","10","90","f272ebb"
"2026-09-23T11:25:58.7247204+00:00","d5fb22d8-c631-4e50-8943-59c41b473dbf","kafka-pipelines","4","100000","4","0","1","10000000","89.975","99975.4","9261.2","9311","14839","15831","47615","80.6","334.4","81.4","86.2","928","11","1","8297","2636707","5389121B4C525B1F","1004722","8995278","2636707","0","99964.2","4.65","46.4","65.7","1637.8","1936.6","7.4","9.3","570.1","573.5","10","90","f272ebb"
