timestamp,run_id,architecture,partitions,target_rate,replication,synthetic_cost_us,persistence,events,seconds,throughput,mean_us,p50_us,p95_us,p99_us,max_us,cpu_avg,cpu_peak,mem_avg_mb,mem_peak_mb,gc_gen0,gc_gen1,gc_gen2,allocated_mb,windows,digest_hash,warmup_events,measured_events,windows_written,windows_dropped
2026-09-23T14:03:16.0698236+00:00,1689012e-2885-4660-8681-6bb2de7b09d3,rabbitmq-channels,4,10000,1,0,0,200000,9.984,10000.6,543.1,477,823,1567,16815,56.7,155.2,61.2,64.6,16,2,1,145,53278,4F329CBA8BC353AF,100158,99842,0,0
2026-09-23T14:03:51.5552601+00:00,27c22fc2-b6ff-4a06-903e-7da64a245d0b,rabbitmq-channels,4,40000,1,0,0,800000,9.985,40000.0,1024.3,646,1975,12903,35423,68.6,194.6,62.1,65.9,60,3,1,538,212970,1F66C38D7E5D1953,400617,399383,0,0
2026-09-23T14:04:27.6303767+00:00,120533ec-1b61-4f74-abad-a598f67132db,rabbitmq-channels,4,60000,1,0,0,1200000,9.981,60017.7,1951.9,1006,5527,24447,40863,81.6,193.6,63.3,67.4,89,2,1,803,319525,98F8A073C2F16443,600982,599018,0,0
2026-09-23T14:05:02.7310931+00:00,315c2da9-53aa-48de-9b97-174b93ddbf04,rabbitmq-channels,4,80000,1,0,0,1600000,9.985,79988.1,4784.3,1840,22783,48767,91839,95.8,215.3,63.9,68.1,119,2,2,1068,426063,BBA95C6573503D37,801285,798715,0,0
